session	challenge	difficulty	qubits	method	method_family	run_id	status	source_path	worktree	commit	backend	shots	max_bond	seed	ordering	seconds	notes
tree_tensor_sim_session	48_8	very easy	48	quimb_cpu_all	quimb	collector_evidence:48_8:1	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-48_8.quimb_tree_graph_mps.json	quantum-junction	801d2ef			6			8.576204065000638	collector priority 80
tree_tensor_sim_session	56_9	very easy	56	collector_snapshot	collector	collector_selected:56_9	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_cpu_all
tree_tensor_sim_session	56_9	very easy	56	quimb_cpu_all	quimb	challenge-56_9.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-56_9.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	19.62739471020177	graph_ordered_mps_fallback
tree_tensor_sim_session	56_9	very easy	56	quimb_cpu_all	quimb	collector_evidence:56_9:1	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-56_9.quimb_tree_graph_mps.json	quantum-junction	801d2ef			10			19.62739471020177	collector priority 80
tree_tensor_sim_session	64_10	very easy	64	collector_snapshot	collector	collector_selected:64_10	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_cpu_all
tree_tensor_sim_session	64_10	very easy	64	quimb_cpu_all	quimb	challenge-64_10.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-64_10.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	21.401709445985034	graph_ordered_mps_fallback
tree_tensor_sim_session	64_10	very easy	64	quimb_cpu_all	quimb	collector_evidence:64_10:1	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-64_10.quimb_tree_graph_mps.json	quantum-junction	801d2ef			5			21.401709445985034	collector priority 80
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	mps	collector_evidence:8_11:4	stable_high_config	agent_work/mps_distill/summaries/pilot_candidates.tsv	quantum-junction	019dc8c							collector priority 40
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	mps	mps_distill_pilot	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	quantum-junction-tree-tensor	019dc8c		4096	64			0.3218619028727214	ok_trials=6; expected=6
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	mps	mps_distill_pilot	stable_high_config	agent_work/mps_distill/summaries/pilot_summary.json	quantum-junction	019dc8c		4096	64			0.3218619028727214	ok_trials=6; expected=6
tree_tensor_sim_session	8_11	easy	8	aer_mps_selected	mps	challenge-8_11.mps	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.mps.json	quantum-junction-tree-tensor	ebe2a6a		4096	64	12345			-
tree_tensor_sim_session	8_11	easy	8	aer_mps_selected	mps	challenge-8_11.mps	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.mps.json	quantum-junction	ebe2a6a		4096	64	12345			-
tree_tensor_sim_session	8_11	easy	8	aer_tree_mps_all	mps	challenge-8_11.tree_tensor_mps:trial1:rcm:bd64:seed20260605	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260605	rcm	0.39707548124715686	graph_ordered_mps_fallback
tree_tensor_sim_session	8_11	easy	8	aer_tree_mps_all	mps	challenge-8_11.tree_tensor_mps:trial2:rcm:bd128:seed20260606	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260606	rcm	0.38754822313785553	graph_ordered_mps_fallback
tree_tensor_sim_session	8_11	easy	8	aer_tree_mps_all	mps	challenge-8_11.tree_tensor_mps:trial3:spectral:bd64:seed20260607	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260607	spectral	0.3858907166868448	graph_ordered_mps_fallback
