challenge	difficulty	qubits	method	method_family	source_sessions	run_id	status	source_path	worktree	commit	backend	shots	max_bond	seed	ordering	seconds	notes
24_3	very easy	24	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-24_3.tree_tensor_mps:trial6:mincut:bd128:seed20260610	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-24_3.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260610	mincut	1.3231787038967013	graph_ordered_mps_fallback
24_3	very easy	24	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-24_3.tree_tensor_mps:trial7:greedy:bd64:seed20260611	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-24_3.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260611	greedy	1.9115295419469476	graph_ordered_mps_fallback
24_3	very easy	24	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-24_3.tree_tensor_mps:trial8:greedy:bd128:seed20260612	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-24_3.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260612	greedy	2.000560480868444	graph_ordered_mps_fallback
24_3	very easy	24	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=94; snapped=149
24_3	very easy	24	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=94; snapped=149
24_3	very easy	24	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:24_3	exact	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from exact_statevector
24_3	very easy	24	collector_snapshot	collector	quantum_peak_session	collector_selected:24_3	exact	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from exact_statevector
24_3	very easy	24	exact_statevector	exact	quantum_peak_session,tree_tensor_sim_session	collector_evidence:24_3:1	exact	agent_work/exact_baseline/peaks_exact.csv	quantum-junction	019dc8c							collector priority 100
24_3	very easy	24	exact_statevector	exact	tree_tensor_sim_session	exact_statevector	ok	../quantum-junction-tree-tensor/agent_work/exact_baseline/peaks_exact.jsonl	quantum-junction-tree-tensor	019dc8c	qiskit-aer-statevector					0.7303320439968957	exact statevector top list
24_3	very easy	24	exact_statevector	exact	quantum_peak_session,tree_tensor_sim_session	exact_statevector	ok	agent_work/exact_baseline/peaks_exact.jsonl	quantum-junction	019dc8c	qiskit-aer-statevector					0.7303320439968957	exact statevector top list
24_3	very easy	24	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-24_3.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-24_3.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	12.476727702189237	graph_ordered_mps_fallback
24_3	very easy	24	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:24_3:2	correct	outputs/tree_tensor_sim/all_cpu/json/challenge-24_3.quimb_tree_graph_mps.json	quantum-junction	801d2ef			52			12.476727702189237	collector priority 80
28_4	very_easy	28	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		24576	64				classification=exact_match; completed=4/4; exact_match=True; matches_previous=True; settings=cheap_check:4096/bd32x2; confirm:8192/bd64x2
28_4	very easy	28	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-28_4.tree_tensor_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-28_4.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192		20260605			-
28_4	very easy	28	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=208; snapped=72
28_4	very easy	28	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=208; snapped=72
28_4	very easy	28	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:28_4	exact	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from exact_statevector
28_4	very easy	28	collector_snapshot	collector	quantum_peak_session	collector_selected:28_4	exact	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from exact_statevector
28_4	very easy	28	exact_statevector	exact	quantum_peak_session,tree_tensor_sim_session	collector_evidence:28_4:1	exact	agent_work/exact_baseline/peaks_exact.csv	quantum-junction	019dc8c							collector priority 100
28_4	very easy	28	exact_statevector	exact	tree_tensor_sim_session	exact_statevector	ok	../quantum-junction-tree-tensor/agent_work/exact_baseline/peaks_exact.jsonl	quantum-junction-tree-tensor	019dc8c	qiskit-aer-statevector					28.83153981799842	exact statevector top list
28_4	very easy	28	exact_statevector	exact	quantum_peak_session,tree_tensor_sim_session	exact_statevector	ok	agent_work/exact_baseline/peaks_exact.jsonl	quantum-junction	019dc8c	qiskit-aer-statevector					28.83153981799842	exact statevector top list
28_4	very easy	28	mpo_unswap_opus_raw_order	mpo	opus_combined	challenge-28_4:val_b4096_c0.002_snap	ok	outputs/opus_combined/challenge-28_4/val_b4096_c0.002_snap.json	quantum-junction	6a48044	numpy		4096	123		7332.1	stopped=time_budget; raw-order output, not qiskit-normalized
28_4	very easy	28	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-28_4.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-28_4.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	1208.7308507100097	graph_ordered_mps_fallback
28_4	very easy	28	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:28_4:2	correct	outputs/tree_tensor_sim/all_cpu/json/challenge-28_4.quimb_tree_graph_mps.json	quantum-junction	801d2ef			512			1208.7308507100097	collector priority 80
28_4	very easy	28	quimb_fast_cpu	quimb	tree_tensor_sim_session	challenge-28_4.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/fast_cpu/json/challenge-28_4.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260606	weighted_spectral		graph_ordered_mps_fallback
32_14	easy	32	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		40960	128				classification=stable_mps; completed=6/6; exact_match=False; matches_previous=True; settings=baseline:4096/bd64x2; more_bond:8192/bd128x2; more_shots:8192/bd64x2
32_14	easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_14.tree_tensor_mps:trial1:rcm:bd64:seed20260605	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_14.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260605	rcm	10.494391267187893	graph_ordered_mps_fallback
32_14	easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_14.tree_tensor_mps:trial2:rcm:bd128:seed20260606	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_14.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260606	rcm	111.18865142855793	graph_ordered_mps_fallback
32_14	easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_14.tree_tensor_mps:trial3:spectral:bd64:seed20260607	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_14.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260607	spectral	9.744539965875447	graph_ordered_mps_fallback
32_14	easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_14.tree_tensor_mps:trial4:spectral:bd128:seed20260608	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_14.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260608	spectral	105.71577825583518	graph_ordered_mps_fallback
32_14	easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_14.tree_tensor_mps:trial5:mincut:bd64:seed20260609	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_14.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260609	mincut	11.913758590817451	graph_ordered_mps_fallback
32_14	easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_14.tree_tensor_mps:trial6:mincut:bd128:seed20260610	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_14.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260610	mincut	139.02424120809883	graph_ordered_mps_fallback
32_14	easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_14.tree_tensor_mps:trial7:greedy:bd64:seed20260611	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_14.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260611	greedy	11.846360315568745	graph_ordered_mps_fallback
32_14	easy	32	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=226; snapped=345
32_14	easy	32	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=226; snapped=345
32_14	easy	32	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:32_14	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_gpu_all
32_14	easy	32	collector_snapshot	collector	quantum_peak_session	collector_selected:32_14	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_gpu_all
32_14	easy	32	peaked_mpo_mps	mpo	tree_tensor_sim_session	challenge-32_14.peaked_mpo_mps	ok	../quantum-junction-tree-tensor/outputs/peaked_circuit_sim_all/json/challenge-32_14.peaked_mpo_mps.json	quantum-junction-tree-tensor	ebe2a6a	cuda		512	123		493.03551087807864	peaked circuit MPO/MPS marginal candidate
32_14	easy	32	peaked_mpo_mps	mpo	quantum_peak_session,tree_tensor_sim_session	challenge-32_14.peaked_mpo_mps	ok	outputs/peaked_circuit_sim_all/json/challenge-32_14.peaked_mpo_mps.json	quantum-junction	ebe2a6a	cuda		512	123		493.03551087807864	peaked circuit MPO/MPS marginal candidate
32_14	easy	32	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-32_14.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-32_14.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	5089.328296295134	graph_ordered_mps_fallback
32_14	easy	32	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:32_14:2	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-32_14.quimb_tree_graph_mps.json	quantum-junction	801d2ef			974			5089.328296295134	collector priority 80
32_14	easy	32	quimb_fast_cpu	quimb	tree_tensor_sim_session	challenge-32_14.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/fast_cpu/json/challenge-32_14.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260606	weighted_spectral		graph_ordered_mps_fallback
32_14	easy	32	quimb_gpu_all	quimb	tree_tensor_sim_session	challenge-32_14.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_14.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	cuda	1024	512	20260605	weighted_spectral	204.297723014839	graph_ordered_mps_fallback
32_14	easy	32	quimb_gpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:32_14:1	unknown	outputs/tree_tensor_sim/all/json/challenge-32_14.quimb_tree_graph_mps.json	quantum-junction	801d2ef			974			204.297723014839	collector priority 90
32_14	easy	32	quimb_mst_cpu	quimb	tree_tensor_sim_session	challenge-32_14.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/mst_cpu/json/challenge-32_14.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260608	mst_dfs		graph_ordered_mps_fallback
32_14	easy	32	quimb_rcm_cpu	quimb	tree_tensor_sim_session	challenge-32_14.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/rcm_cpu/json/challenge-32_14.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	512	128	20260607	rcm	292.81885538599454	graph_ordered_mps_fallback
32_14	easy	32	quimb_rcm_cpu	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:32_14:3	unknown	outputs/tree_tensor_sim/rcm_cpu/json/challenge-32_14.quimb_tree_graph_mps.json	quantum-junction	801d2ef			160			292.81885538599454	collector priority 55
32_14	easy	32	tno_contract_core_cpu	tno	tno_contract_core_cpu	challenge-32_14.tno	started	outputs/tno_sim_cpu/json/challenge-32_14.tno.json	quantum-junction	6a48044	numpy		32				local-late
32_14	easy	32	tno_contract_core_gpu	tno	tno_contract_core_gpu	challenge-32_14.tno	started	outputs/tno_sim_gpu/json/challenge-32_14.tno.json	quantum-junction	6a48044	cuda		32				local-late
32_30	moderate	32	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		32768	128				classification=stable_mps; completed=6/6; exact_match=False; matches_previous=True; settings=baseline:4096/bd64x2; bond_probe:4096/bd128x2; more_shots:8192/bd64x2
32_30	moderate	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_30.tree_tensor_mps:trial1:rcm:bd64:seed20260605	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_30.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260605	rcm	38.307188184931874	graph_ordered_mps_fallback
32_30	moderate	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_30.tree_tensor_mps:trial2:rcm:bd128:seed20260606	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_30.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260606	rcm	426.10418425127864	graph_ordered_mps_fallback
32_30	moderate	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_30.tree_tensor_mps:trial3:spectral:bd64:seed20260607	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_30.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260607	spectral	34.15823638578877	graph_ordered_mps_fallback
32_30	moderate	32	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=564; snapped=742
32_30	moderate	32	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=564; snapped=742
32_30	moderate	32	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:32_30	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_cpu_all
32_30	moderate	32	collector_snapshot	collector	quantum_peak_session	collector_selected:32_30	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_cpu_all
32_30	moderate	32	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-32_30.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-32_30.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	8272.098411094164	graph_ordered_mps_fallback
32_30	moderate	32	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:32_30:1	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-32_30.quimb_tree_graph_mps.json	quantum-junction	801d2ef			2017			8272.098411094164	collector priority 80
32_30	moderate	32	quimb_fast_cpu	quimb	tree_tensor_sim_session	challenge-32_30.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/fast_cpu/json/challenge-32_30.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260606	weighted_spectral		graph_ordered_mps_fallback
32_30	moderate	32	quimb_gpu_all	quimb	tree_tensor_sim_session	challenge-32_30.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_30.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		1024	512	20260605	weighted_spectral		graph_ordered_mps_fallback
32_30	moderate	32	quimb_rcm_cpu	quimb	tree_tensor_sim_session	challenge-32_30.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/rcm_cpu/json/challenge-32_30.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	512	128	20260607	rcm	2683.171219384996	graph_ordered_mps_fallback
32_30	moderate	32	quimb_rcm_cpu	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:32_30:2	unknown	outputs/tree_tensor_sim/rcm_cpu/json/challenge-32_30.quimb_tree_graph_mps.json	quantum-junction	801d2ef			128			2683.171219384996	collector priority 55
32_30	moderate	32	tno_contract_core_cpu	tno	tno_contract_core_cpu	challenge-32_30.tno	started	outputs/tno_sim_cpu/json/challenge-32_30.tno.json	quantum-junction	6a48044	numpy		32				local-late
32_5	very_easy	32	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		24576	64				classification=stable_mps; completed=4/4; exact_match=False; matches_previous=True; settings=cheap_check:4096/bd32x2; confirm:8192/bd64x2
32_5	very easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_5.tree_tensor_mps:trial1:rcm:bd64:seed20260605	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_5.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260605	rcm	13.907975940965116	graph_ordered_mps_fallback
32_5	very easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_5.tree_tensor_mps:trial2:rcm:bd128:seed20260606	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_5.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260606	rcm	133.13712717499584	graph_ordered_mps_fallback
32_5	very easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_5.tree_tensor_mps:trial3:spectral:bd64:seed20260607	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_5.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260607	spectral	13.503108584089205	graph_ordered_mps_fallback
32_5	very easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_5.tree_tensor_mps:trial4:spectral:bd128:seed20260608	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_5.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260608	spectral	136.29110623919405	graph_ordered_mps_fallback
32_5	very easy	32	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-32_5.tree_tensor_mps:trial5:mincut:bd64:seed20260609	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-32_5.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260609	mincut	14.326801797142252	graph_ordered_mps_fallback
32_5	very easy	32	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=217; snapped=333
32_5	very easy	32	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=217; snapped=333
32_5	very easy	32	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:32_5	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_cpu_all
32_5	very easy	32	collector_snapshot	collector	quantum_peak_session	collector_selected:32_5	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_cpu_all
32_5	very easy	32	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-32_5.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-32_5.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	600.3461958561093	graph_ordered_mps_fallback
32_5	very easy	32	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:32_5:1	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-32_5.quimb_tree_graph_mps.json	quantum-junction	801d2ef			1376			600.3461958561093	collector priority 80
36_15	easy	36	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		40960	128				classification=flat_low_support; completed=6/6; exact_match=False; matches_previous=False; settings=baseline:4096/bd64x2; more_bond:8192/bd128x2; more_shots:8192/bd64x2
36_15	easy	36	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-36_15.tree_tensor_mps:trial1:rcm:bd64:seed20260605	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-36_15.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260605	rcm	43.68470552377403	graph_ordered_mps_fallback
36_15	easy	36	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-36_15.tree_tensor_mps:trial2:rcm:bd128:seed20260606	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-36_15.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260606	rcm	479.89480809727684	graph_ordered_mps_fallback
36_15	easy	36	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=278; snapped=101
36_15	easy	36	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=278; snapped=101
36_15	easy	36	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:36_15	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_gpu_all
36_15	easy	36	collector_snapshot	collector	quantum_peak_session	collector_selected:36_15	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_gpu_all
36_15	easy	36	peaked_mpo_mps	mpo	tree_tensor_sim_session	challenge-36_15.peaked_mpo_mps	ok	../quantum-junction-tree-tensor/outputs/peaked_circuit_sim_all/json/challenge-36_15.peaked_mpo_mps.json	quantum-junction-tree-tensor	ebe2a6a	cuda		512	123		2560.198472704971	peaked circuit MPO/MPS marginal candidate
36_15	easy	36	peaked_mpo_mps	mpo	quantum_peak_session,tree_tensor_sim_session	challenge-36_15.peaked_mpo_mps	ok	outputs/peaked_circuit_sim_all/json/challenge-36_15.peaked_mpo_mps.json	quantum-junction	ebe2a6a	cuda		512	123		2560.198472704971	peaked circuit MPO/MPS marginal candidate
36_15	easy	36	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-36_15.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-36_15.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	2635.8527174430055	graph_ordered_mps_fallback
36_15	easy	36	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:36_15:2	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-36_15.quimb_tree_graph_mps.json	quantum-junction	801d2ef			512			2635.8527174430055	collector priority 80
36_15	easy	36	quimb_fast_cpu	quimb	tree_tensor_sim_session	challenge-36_15.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/fast_cpu/json/challenge-36_15.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260606	weighted_spectral		graph_ordered_mps_fallback
36_15	easy	36	quimb_gpu_all	quimb	tree_tensor_sim_session	challenge-36_15.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-36_15.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	cuda	1024	512	20260605	weighted_spectral	2186.736932408996	graph_ordered_mps_fallback
36_15	easy	36	quimb_gpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:36_15:1	unknown	outputs/tree_tensor_sim/all/json/challenge-36_15.quimb_tree_graph_mps.json	quantum-junction	801d2ef			512			2186.736932408996	collector priority 90
36_15	easy	36	quimb_rcm_cpu	quimb	tree_tensor_sim_session	challenge-36_15.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/rcm_cpu/json/challenge-36_15.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	512	128	20260607	rcm	3902.182036800019	graph_ordered_mps_fallback
36_15	easy	36	quimb_rcm_cpu	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:36_15:3	unknown	outputs/tree_tensor_sim/rcm_cpu/json/challenge-36_15.quimb_tree_graph_mps.json	quantum-junction	801d2ef			128			3902.182036800019	collector priority 55
36_15	easy	36	tno_contract_core_cpu	tno	tno_contract_core_cpu	challenge-36_15.tno	started	outputs/tno_sim_cpu/json/challenge-36_15.tno.json	quantum-junction	6a48044	numpy		32				local-late
36_15	easy	36	tno_contract_core_gpu	tno	tno_contract_core_gpu	challenge-36_15.tno	started	outputs/tno_sim_gpu/json/challenge-36_15.tno.json	quantum-junction	6a48044	cuda		32				local-late
36_15	easy	36	tno_contract_core_sample	tno	tno_contract_core_sample	challenge-36_15.tno	ok	outputs/tno_sim_sample/json/challenge-36_15.tno.json	quantum-junction	6a48044	numpy		16			1295.392859583022	local-late
36_6	very_easy	36	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		24576	64				classification=stable_mps; completed=4/4; exact_match=False; matches_previous=True; settings=cheap_check:4096/bd32x2; confirm:8192/bd64x2
