rank,bitstring,order,observation_count,probability_sum,probability_count,mean_probability,sample_count_sum,sources
1,0000,working,32,27.99999999999998,28,0.9999999999999992,0,baby_multi_front_result.exact_peak_bitstring;baby_multi_front_result.segment_plan.rejected_candidates[0].peak_bitstring;baby_multi_front_result.segment_plan.rejected_candidates[1].peak_bitstring;baby_multi_front_result.segment_plan.rejected_candidates[2].peak_bitstring;baby_multi_front_result.segment_plan.rejected_candidates[3].peak_bitstring;best_bitstring_working_order;identity_window_candidates[0].peak_bitstring;identity_window_candidates[1].peak_bitstring;identity_window_candidates[2].peak_bitstring;identity_window_candidates[3].peak_bitstring;multi_front_segment_plan.rejected_candidates[0].peak_bitstring;multi_front_segment_plan.rejected_candidates[1].peak_bitstring;multi_front_segment_plan.rejected_candidates[2].peak_bitstring;multi_front_segment_plan.rejected_candidates[3].peak_bitstring;spawned_bridge_result.bitstring_working_order;tracks.spacetime_block.baby_multi_front_result.exact_peak_bitstring;tracks.spacetime_block.baby_multi_front_result.segment_plan.rejected_candidates[0].peak_bitstring;tracks.spacetime_block.baby_multi_front_result.segment_plan.rejected_candidates[1].peak_bitstring;tracks.spacetime_block.baby_multi_front_result.segment_plan.rejected_candidates[2].peak_bitstring;tracks.spacetime_block.baby_multi_front_result.segment_plan.rejected_candidates[3].peak_bitstring;tracks.spacetime_block.identity_window_candidates[0].peak_bitstring;tracks.spacetime_block.identity_window_candidates[1].peak_bitstring;tracks.spacetime_block.identity_window_candidates[2].peak_bitstring;tracks.spacetime_block.identity_window_candidates[3].peak_bitstring;tracks.spacetime_block.multi_front_segment_plan.rejected_candidates[0].peak_bitstring;tracks.spacetime_block.multi_front_segment_plan.rejected_candidates[1].peak_bitstring;tracks.spacetime_block.multi_front_segment_plan.rejected_candidates[2].peak_bitstring;tracks.spacetime_block.multi_front_segment_plan.rejected_candidates[3].peak_bitstring;tracks.spacetime_block.progress.peak_bitstring;tracks.spacetime_block.spawned_bridge_result.bitstring_working_order;tracks.temporal.best_bitstring_working_order;tracks.temporal.progress.peak_bitstring
2,0000,original,10,5.999999999999909,6,0.9999999999999849,0,best_bitstring_original_order;spawned_bridge_bitstring_original_order;temporal_ensemble.best_bitstring_original_order;temporal_ensemble.runs[0].bitstring_original_order;temporal_ensemble.runs[0].peak_extraction.candidates[0].bitstring_original_order;tracks.spacetime_block.spawned_bridge_bitstring_original_order;tracks.temporal.best_bitstring_original_order;tracks.temporal.ensemble.best_bitstring_original_order;tracks.temporal.ensemble.runs[0].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[0].bitstring_original_order
3,0000,site,8,7.999999999999879,8,0.9999999999999849,0,temporal_ensemble.runs[0].peak_extraction.best_site_bitstring;temporal_ensemble.runs[0].peak_extraction.candidates[0].site_bitstring;temporal_ensemble.runs[0].peak_extraction.marginal_site_bitstring;temporal_ensemble.runs[0].raw_site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.best_site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[0].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.marginal_site_bitstring;tracks.temporal.ensemble.runs[0].raw_site_bitstring
